# x, y, yerr
0.000000000000000000e+00,3.193611694049495853e+00,1.936116940494956584e-01
1.611073155687073322e-01,7.554651811691318608e-01,-7.918721058022659687e-02
3.222146311374146643e-01,-2.448679487002991095e+00,8.689076962839262230e-02
4.833219467061219965e-01,-2.332555960399715911e+00,-8.702371588641255595e-02
6.444292622748293287e-01,1.307679817294704616e+00,2.160213308554341169e-02
8.055365778435366053e-01,2.940422076355329928e+00,-2.072871155840910404e-02
9.666438934122439930e-01,2.883996708252334340e-01,-7.321036994074046900e-02
1.127751208980951381e+00,-2.823814740014439995e+00,-6.387640903796773517e-02
1.288858524549658657e+00,-1.852502219595894228e+00,4.483390719023951781e-02
1.449965840118365934e+00,1.806592769195249693e+00,1.023985290017859900e-01
1.611073155687073211e+00,2.884078886842482259e+00,3.846956100104394899e-02
1.772180471255780709e+00,-2.288103895726006087e-01,-1.080125692443575647e-01
1.933287786824487986e+00,-3.084577673138717113e+00,-1.717522208605619660e-01
2.094395102393195263e+00,-1.591998174103861796e+00,-9.199817410385210947e-02
2.255502417961902761e+00,1.973640722940017467e+00,-1.045323375887752121e-01
2.416609733530609816e+00,2.656599352735602881e+00,2.312757759716843392e-04
2.577717049099317315e+00,-6.753915359489501835e-01,-7.531445462081691467e-02
2.738824364668024813e+00,-3.021850050032557800e+00,-3.157812562992811517e-02
2.899931680236731868e+00,-1.371165909308764252e+00,-3.073512481811442876e-01
3.061038995805439367e+00,2.387389064585397236e+00,-1.093922562510012651e-02
3.222146311374146421e+00,2.408586314304464349e+00,1.025802409395703413e-02
3.383253626942853920e+00,-1.031043261592073934e+00,3.277139953553039053e-02
3.544360942511561419e+00,-2.986200447793078805e+00,4.071476609550941060e-03
3.705468258080268473e+00,-6.014339681389555547e-01,-1.356886810805725367e-03
3.866575573648975972e+00,2.573248992550430714e+00,-8.311908440919225927e-02
4.027682889217683027e+00,2.135857162312360114e+00,5.768410178355509732e-02
4.188790204786390525e+00,-1.444443474448848352e+00,5.555652555114665159e-02
4.349897520355098024e+00,-2.828973110086027365e+00,8.385234219212972517e-02
4.511004835923805523e+00,-1.921252004845627470e-01,-7.132738015631878703e-02
4.672112151492513021e+00,2.697039999472748306e+00,-1.485693263686895804e-01
4.833219467061219632e+00,1.592339961540384152e+00,-1.118542786530936362e-01
4.994326782629927131e+00,-1.817749363062446166e+00,7.958676372367860796e-02
5.155434098198634629e+00,-2.900754945957428443e+00,-1.408166149809539636e-01
5.316541413767342128e+00,5.193082776625488339e-01,1.576982368965811343e-01
5.477648729336049627e+00,2.980101000865071459e+00,1.895021295133286765e-02
5.638756044904756237e+00,1.209981067845553371e+00,-7.609661636362319292e-02
5.799863360473463736e+00,-2.279706006354412562e+00,-3.417376184111674958e-02
5.960970676042171235e+00,-2.496749893231392292e+00,3.882036339999629659e-02
6.122077991610878733e+00,6.954855566738046280e-01,-1.391668350755491945e-01
6.283185307179586232e+00,3.041256704301896541e+00,4.125670430189651294e-02
